"yes","ニュース - 文化 - 9・11跡地の木造船、建造年代を特定 - ナショナルジオグラフィック 公式日本語サイト（ナショジオ）"
"yes","ニュース - 文化 - 不法移民急増の影に米国内の犯罪組織 - ナショナルジオグラフィック 公式日本語サイト（ナショジオ）"
"yes","エンジニアの学び方─効率的に知識を得て，成果に結び付ける：特集｜gihyo.jp … 技術評論社"
"yes","女子高生殺害犯はマンションで1人暮らし　父親は地域の名士で、裕福な環境で育った : J-CASTニュース"
"yes","駅員への暴力「60代以上」がトップ　結果にネットでは「納得」の声 : J-CASTニュース"
"yes","「ロシアではよくあること…」さすがとしか言いようがない写真19枚:らばQ"
"yes","海外で大絶賛「7歳の空手少女の演武を見て心奪われた」:らばQ"
"yes","自称猫と話せる男。ゆっくりとまばたきすることで猫の心を開くべし（イギリス） : カラパイア"
"yes","エンジニアの飼い主が作り上げた犬の永久機関「エンドレスボールキャッチ遊び」 : カラパイア"
"yes","【地方限定グルメ】「焦がし醤油のみたらしシュー」がはんなりとした風味でOCどすぇ 『ビアードパパJR京都駅アスティスクエア店』 | ロケットニュース24"
"yes","【グルメ】ドラゴンクエスト系の油そば屋で「メダパニ特濃ギガデイン油そば」を食べてみた | ロケットニュース24"
"yes","濃厚鶏そば『晴壱』の濃厚鶏白湯そばを食べてみた / 静かなる湖に轟く稲妻 | ロケットニュース24"
"yes","映画以前の1949年、若き日のキューブリックが撮影したシカゴという街　52画像 | DDN JAPAN / (DIGITAL DJ Network)"
"yes","ジャッキー・チェンが語る最も印象深い思い出はブルース・リーとの秘話 - GIGAZINE"
"yes","レースクイーン風からナースまで、東京モーターショーのキュート＆セクシーなコンパニオンまとめ前編 - GIGAZINE"
"yes","お腹をなでないとジタバタ暴れるコーギー犬（動画）:らばQ"
"yes","一方的じゃないか…箱に負けてしまうラクダ（動画）:らばQ"
"yes","Googleのトップページが『Moog』仕様に！　その気になれば『エレクトリカルパレード』も作曲可能？ - ガジェット通信"
"yes","忘年会＆新年会におすすめなイベント作成ツール5選 : ライフハッカー［日本版］"
"yes","かわいすぎた。アライグマの赤ちゃんを飼っているお宅の日常 : カラパイア"
"yes","今感じている「現在」は直近15秒間の知覚の集大成であるという調査結果が発表される - GIGAZINE"
"yes","「ゴエモン」帯ひろ志さん急死　漫画家仲間からは追悼の声 : J-CASTニュース"
"yes","夏にぴったり☆イカサラダ by lilyori [クックパッド] 簡単おいしいみんなのレシピが178万品"
"yes","自信作☆親子丼 by ☆ウマウマ亭☆ [クックパッド] 簡単おいしいみんなのレシピが178万品"
"yes","ごま油と塩で大根サラダ by まびさな [クックパッド] 簡単おいしいみんなのレシピが178万品"
"yes","簡単☆きなこ♡かぼちゃ by うららすもも [クックパッド] 簡単おいしいみんなのレシピが178万品"
"yes","オクラ・トマト・もずく酢の簡単サラダ♫ by しゃりくま [クックパッド] 簡単おいしいみんなのレシピが147万品"
"yes","リスの「ほっぺた」にアーモンドは何個まで入ると思う？→確かめてみた:らばQ"
"yes","普通の女子高生のじゃれ合いかと思いきや超人的な動きを繰り出す忍者女子高生による壮絶な追いかけっこだった - GIGAZINE"
"yes","欧州の旅行者、休暇中の楽しみは今も「読書」　写真1枚　国際ニュース：AFPBB News"
"yes","ある統合失調症患者の1日の記録 : カラパイア"
"yes","電子レンジを分解して作られた、危険すぎる電磁波ガジェット : ギズモード・ジャパン"
"yes","「タイでコーラを買ったら、こんな風に出てきたんだけど…」カルチャーショックだと話題の1枚:らばQ"
"yes","「ニンジャスレイヤー」原作者ブラッドレー・ボンド＆フィリップ・N・モーゼズにインタビュー[1/2] - ねとらぼ"
"yes","【吉報】三男、危地から生還のご報告: やまもといちろうBLOG（ブログ）"
"yes","クマがおぼれたカラスを食べちゃうかと思いきや華麗に救出　一方で状況が飲み込めないカラス - ねとらぼ"
"yes","「艦これ」テレビアニメ、2015年1月放送決定！ - ねとらぼ"
"yes","身長差36センチのテニス対決　試合後のハグがユーモア満点でかわいい - ねとらぼ"
"yes","電気を使わないで冷やす冷蔵庫。必要なものは鉢と砂と水 : ギズモード・ジャパン"
"yes","8月2日のブックマーク｜北海道が大好きだ！"
"yes","【本日発売日！】なかよし9月号（付録はピンホールカメラ！）を買ってみた。"
"yes","【画像】猫とフェレットの仲良し画像が可愛過ぎてやばいｗｗｗｗｗｗｗｗｗｗ"
"yes","田舎者が夏に撮った写真あげてく : 暇人＼(^o^)／速報 - ライブドアブログ"
"yes","リッチー・ホウティン　日本で撮影した日本酒のドキュメンタリー映像を公開 - amass"
"yes","アルドノア・ゼロ　EP05“謁見の先で”―Phantom of The Emperor― ‐ ニコニコ動画:GINZA"
"yes","泡沫の少女を描く　女性アニメーション作家・くわがたの不思議な世界"
"yes","美少女戦士セーラームーンCrystal　Act.3 レイ-SAILORMARS- ‐ ニコニコ動画:GINZA"
"yes","ピカチュウだらけの異様な光景！50匹が赤レンガパークに集結 - シネマトゥデイ"
"yes","自分との戦いに打ち勝とう。意志の力を高める10のコツ ｜ ライフハッカー［日本版］"
"yes","【動画】かつて東映版のスパイダーマンがあった事実"
"yes","福井県に魅力ってあるの？ : 暇人＼(^o^)／速報 - ライブドアブログ"
"yes","IT土方だった1が事務職に転職した結果：キニ速"
"yes","Twitterで人気ツイートだけを絞り込んで検索する裏ワザ ｜ ライフハッカー［日本版］"
"yes","CNN.co.jp : 精神科医に聞く不安への対処法 - (1/3)"
"yes","中国の恐怖の債務比率が米国を軽々と跳び越えようとしています - 今日の覚書、集めてみました"
"yes","痛いニュース(ﾉ∀`) : 舛添氏、韓国の反日デモやヘイトスピーチについて「韓国は韓国のやることですから、われわれがどうこう言う話ではない」 - ライブドアブログ"
"yes","到着機のドア開け飛び降りた疑い　３３歳男、成田で逮捕：朝日新聞デジタル"
"yes","空き家撤去へ税制改正　政府検討、15年度実現目指す　　：日本経済新聞"
"yes","通信業界の歴史まとめ by @massina さん - Togetterまとめ"
"yes","「統一韓国、2040年には世界第7位の経済大国に」 : Chosun Online | 朝鮮日報"
"yes","サラリーマンは家を買うべきではない"
"yes","5000円台で音も良いイヤホンのaudio-technica ATH-IM50が聴いていて気持ちが良い！ | シンプルデイズ"
"yes","アベノミクス・消費が死んだ もう立てない - 経済を良くするって、どうすれば"
"yes","Twitter / Enbos: 最近整体師の人に背中周辺のコリを一発でとる体操教えてもらった ..."
"yes","仕事ができなくても、なれる！ 愛され部下マニュアル - リクナビNEXTジャーナル"
"yes","「ゆうパック誤配でクワガタ２４０匹全滅」採集家が提訴：朝日新聞デジタル"
"yes","おわび｜林修オフィシャルブログ「いつやるか？今でしょ日記」Powered by Ameba"
"yes","災害時にも役立つ！自転車のチューブから強力な輪ゴムがDIYできる : ライフハッカー［日本版］"
"yes","発想に驚き…「茶こし」で人の顔を表現したアートいろいろ:らばQ"
"yes","手の力だけを使って時速30km以上で走る「ハンドバイク」実車フォトレビュー - GIGAZINE"
"yes","コラを越えたリアル！自然が生み出した奇跡の光景 : カラパイア"
"yes","Simplicity | SEO最適化済みの無料Wordpressテーマ"
"yes","私の好きなアニソンベスト20 - 心がよろけそうなときに読むポンコツ日記"
"yes","おもちゃ転売で高騰 懸念の声も　NHKニュース"
"yes","JAL公式サイトの2段階認証がZAL : 市況かぶ全力２階建"
"yes","我が家のイチャラブエピソード～排卵日篇～ - 斗比主閲子の姑日記"
"yes","SONYはなぜGoProを作れなかったか？ 日本のモノづくりを考え直す時　WEDGE Infinity(ウェッジ)"
"yes","すき家の独裁者が目指した世界革命: hamachanブログ(EU労働法政策雑記帳)"
"yes","痛いニュース(ﾉ∀`) : すき家幹部「自分も月500時間業務のキツさを乗り越えてきて、今のすき家がある。部下はレベルが低い」 - ライブドアブログ"
"yes","このGIF画像を5秒以上見ても笑わない自信ある奴だけ来い : 暇人＼(^o^)／速報 - ライブドアブログ"
"yes","「教科書英語は絶対通じない」　マーティ・フリードマンが『ジョジョ』英会話本に込めた思い ニュース-ORICON STYLE-"
"yes","TOEICの勉強をiPhone・Androidで「English Upgrader」 - ビジョンミッション成長ブログ"
"yes","お気に入りの顔文字まとめ(^^) - 文人商売"
"yes","まねしたい！ かわいくておしゃれな海外のDIY収納術 - NAVER まとめ"
"yes","経済学の視点から考える思考法（『思考の「型」を身につけよう』を読んで） - ぐるりみち。"
"yes","仙台で牛タンを食べるのに悩んだらここ！仙台駅の「牛たん通り」がお薦め　4店舗の個人的比較もあります。 - 鈴木です。"
"yes","画像ぼかして車ナンバー推定　大分の科捜研、逆転の発想：朝日新聞デジタル"
"yes","無料で使えるWordPressテーマ「Simplicity」が良い。"
"yes","SIerの闇・Excelにエビデンス貼付け - Togetterまとめ"
"yes","ページネーションはSEOのための「魔法のテクニック」なのか （前編）（1/2）：MarkeZine（マーケジン）"
"yes","WebマーケティングにFacebookを使おう！【3】　Facebookページ運用の分析方法 （1/3）：MarkeZine（マーケジン）"
"yes","いつでもどこでも生ビールが飲める方法 - デイリーポータルZ：@nifty"
"yes","猫を2階から呼んでみたら…「おっ？」「おおっ!?」（動画）:らばQ"
"yes","人類の7割が都市部に住む未来：日経ビジネスオンライン"
"yes","メモしておきたい！サイト制作時に知っておくと「意外」と役に立つこと | コムテブログ"
"yes","佐村河内識別システム - ぱろすけ's website"
"yes","「やらせ」疑われた“ASKAファン”秋本志保さんを直撃　ネットでの話題に「びっくりしています」 (1/4) - ITmedia ニュース"
"yes","自分の器を広げるには「一流の人が言わないこと」を意識して生きてみる ｜ ライフハッカー［日本版］"
"yes","今感じている「現在」は直近15秒間の知覚の集大成であるという調査結果が発表される - GIGAZINE"
"yes","【画像あり】一度は見てみたい！世界中の最も美しい樹木16選 : 暇人＼(^o^)／速報 - ライブドアブログ"
"yes","「ありえない」半永久エンジン、NASAの研究で動く : ギズモード・ジャパン"
"yes","リスの「ほっぺた」にアーモンドは何個まで入ると思う？→確かめてみた:らばQ"
"yes","イラストレーター・中村佑介氏による『無報酬問題』に対する見解 - Togetterまとめ"
"yes","テクニック不要の即戦プロ技！すごい無料Photoshopブラシ26個まとめ 2014年8月度 - Photoshop VIP"
"yes","「禅的な脳」を駆使して、最高の自分を引き出すための思考法 ｜ ライフハッカー［日本版］"
"yes","Wantedlyの成長を支える管理画面 #admin_night // Speaker Deck"
"yes","童話「おおきなかぶ」抜けない理由がジジイに有る事が判明:ハムスター速報"
"yes","画像ぼかして車ナンバー推定　大分の科捜研、逆転の発想：朝日新聞デジタル"
"yes","仙台で牛タンを食べるのに悩んだらここ！仙台駅の「牛たん通り」がお薦め　4店舗の個人的比較もあります。 - 鈴木です。"
"yes","IT土方だった1が事務職に転職した結果：キニ速"
"yes","JAL公式サイトの2段階認証がZAL : 市況かぶ全力２階建"
"yes","Swiftを使ってテトリスをつくる方法を丁寧に解説したサイト「Swiftris」"
"yes","深海探査中のノーチラス号がメキシコ湾で奇妙な生物を発見！なんじゃこりゃ！？ - アクアカタリスト"
"yes","小説をパクられたあげくオリジナルの方を消してもらえませんか？と言われた - Togetterまとめ"
"yes","「PSYCHO-PASS サイコパス 新編集版」第4話が休止に　長崎県佐世保市の事件を受けて - ねとらぼ"
"yes","【画像】あなたが今まで目にしたことの無いであろうオドロキの写真46選　【翻訳】 : 暇人＼(^o^)／速報 - ライブドアブログ"
"yes","美しいグラフやレポートが作れるWebツール「Visage」（クローズドベータ） | ビジュアルシンキング"
"yes","弟に聞いた就活Tipsが面白かったのでまとめた。 - 文字っぽいの。"
"yes","mailtrap.io - メールを使ったサービスで開発・テストをするのに最適 - 酒と泪とRubyとRailsと"
"yes","日本のエアコンから前面のスリットはなぜ消えたか？：日経ビジネスオンライン"
"yes","あまり知られていない、商用OKな無料写真をダウンロードできるサイト7個まとめ - Photoshop VIP"
"yes","【2ch】ニュー速クオリティ:日本一美味い日本酒決定戦wwwwwwwwww"
"yes","貴船の川床、いと涼し - YESかNOか半分か。"
"yes","開発現場でちゃんと使えるRails 4入門（7）：Rails開発を面白くするアクションコントローラーの5大機能とルーティングの基本 (1/3) - ＠IT"
"yes","これは貴重！商用利用無料のかっこいい動画素材がダウンロードできる -Mazwai | コリス"
"yes","食べるほどにカロリーを消費する？意外に身近な 「マイナスカロリー食品」とは ｜ ライフハッカー［日本版］"
"yes","ウオーターサーバーの水、水道水の基準満たさないものも：朝日新聞デジタル"
"yes","あなたには「コンビ」を組む相手がいるか？ - ICHIROYAのブログ"
"yes","「日本一休みが多い会社」「創業以来赤字なし」　異能の経営者、死去 - withnews"
"yes","いまWebサイトで流行ってる色 / Maka-Veli .com"
"yes","マルチプレイヤーゲームのレベルデザインの基礎を誰にでも理解できるように説明するとこうなる - GIGAZINE"
"yes","News ＆ Trend - 日本MS、ジャストシステムにJUST Office製品の一部販売差し止めを求める通知書を送付：ITpro"
"yes","女性器3Dデータ事件 「ろくでなし子」が警察の“ウソ”を激白 〈週刊朝日〉-朝日新聞出版｜dot.（ドット）"
"yes","【PC遠隔操作事件】「事件は『ツリ』でした」（第14回公判傍聴メモより）(江川 紹子) - 個人 - Yahoo!ニュース"
"yes","想像外の恐ろしさ　話題番組「吉木りさに怒られたい」予告動画がヤバい"
"yes","全日本プロレスからアメリカWWEまで……プロレステーマソングの歴代名曲まとめ - Real Sound｜リアルサウンド"
"yes","男子がガッツくこと間違いなし！〜なすバラ丼〜 - 今日、なに食べよう？〜有機野菜の畑から～"
"yes","GitHubでライブラリのリリースを見ていくためのツールや方法 | Web Scratch"
"yes","会長・社長就任にあたってやるべき実務 - 総務を極める"
"yes","人工の葉っぱが光合成する日がきた : ギズモード・ジャパン"
"yes","知っておこう！烏賀陽弘道の警察や検察（冤罪）から身を守る方法 - Togetterまとめ"
"yes","Arduinoで始めるWeb技術者のためのIoT入門（3）：夏休みの子どもの自由研究に最適！ 植物からメールをもらおう (1/3) - ＠IT"
"yes","一時絶滅のオオカミ フランスで再び猛威　NHKニュース"
"yes","Raspberry PI と Hubot で観葉植物の水やりを自動化する"
"yes","すき家の独裁者が目指した世界革命: hamachanブログ(EU労働法政策雑記帳)"
"yes","ブログ目次｜サッカーのための筋トレと栄養（blog版）"
"yes","【画像】おれの描いた将棋入門者向け定跡本がすごいｗｗｗ : 暇人＼(^o^)／速報 - ライブドアブログ"
"yes","鶏むね肉のやわらか調理法、インターネットの総意2014 - デイリーポータルZ：@nifty"
"yes","まったく売れない商品だったのに、売れた！"
"yes","なんJ PRIDE : 【発見】1989.8. 8の試合に12球団全監督が出場(改)"
"yes","CNN.co.jp : 精神科医に聞く不安への対処法 - (1/3)"
"yes","中国の恐怖の債務比率が米国を軽々と跳び越えようとしています - 今日の覚書、集めてみました"
"yes","通信業界の歴史まとめ by @massina さん - Togetterまとめ"
"yes","自分との戦いに打ち勝とう。意志の力を高める10のコツ ｜ ライフハッカー［日本版］"
"yes","Dockerイメージのレイヤー構造について - めもめも"
"yes","鬱病言って会社来なくなる人ほんと勘弁。速やかに退職お願いします。辛いのはあなただけではなく皆耐えてますから。 - Togetterまとめ"
"yes","SIerの闇・Excelにエビデンス貼付け - Togetterまとめ"
"yes","「すき家のビジネスモデルは限界」 第三者委員会が「調査報告書」を公表 （弁護士ドットコム） - Yahoo!ニュース"
"yes","株式会社はてなの代表取締役会長に就任いたしました - jkondoのはてなブログ"
"yes","チャートやグラフを飛躍的に分かりやすくするシンプルなポイント10個 - GIGAZINE"
"yes","これからのWeb制作スタイルとプロトタイプの考え方 | よつば手帖"
"yes","ベネッセのお詫び文、封筒が会員番号丸見えで炎上。広報「発送は外部委託がやった」 : IT速報"
"yes","MongoDBでECサイトを実運用する3つのテクニック | Tokyo Otaku Mode Tech Blog"
"yes","エボラウイルスに手洗いうがい、アルコール消毒は効くのか　～続感染症よもやま話～ - Togetterまとめ"
"yes","無料写真素材サイト『ぱくたそ（PAKUTASO）』がいろいろと独自路線すぎる – ガジェット通信"
"yes","クラブミュージックおすすめアーティスト40人のYoutube、Soundcloud公式アカウントをまとめてご紹介！"
"yes","｢やたらと気を遣う｣若者は､誰が作ったか？ | さとり世代は日本を救うか？ | 東洋経済オンライン | 新世代リーダーのためのビジネスサイト"
"yes","2014年上半期、日本語の 新作フリーフォントのまとめ -商用サイトだけでなく紙・同人誌の利用も明記！ | コリス"
"yes","子への苛立ちは断ち切れるか？――母が子を正論で追い込む : MAMApicks -子育て・育児・教育ニュース＆コラムサイト-"
"yes","1円でも高く買い取ってくれるネット古本屋はどこ？時間と余分な返送料をかけて比較してみた | ほぼステマブログ"
"yes","映画『天才バカヴォン ～蘇るフランダースの犬～』公式サイト"
"yes","税金を払ってない？株価は高すぎる？？Amazon（アマゾン）への一般的な疑問への回答集 - 斗比主閲子の姑日記"
"yes","Microsoftが無料公開中のブラウザ版「カタンの開拓者たち」をプレイしてみた - GIGAZINE"
"yes","「ラブホテルを経営」「Wiiのセンサーバーはろうそくで代用可能」など任天堂に関する20の事実 - GIGAZINE"
"yes","USBの根幹に脆弱性発覚、死角はファームウェア : ギズモード・ジャパン"
"yes","カフェと変わらぬ美味しさ、簡単炭酸水ドリンクレシピ9つ！夏バテ、熱中症対策にも！ | 美 Hacks"
"yes","今すぐ就職・転職したい！！国内企業20社のユニークすぎる福利厚生 | Amp."
"yes","Macアプリメモ - Qiita"
"yes","「以後の出演が禁止となったミュージシャンのTVパフォーマンス映像 11選」をNoiseyのサイトが発表 - amass"
"yes","「Google I/O」公式AndroidアプリのソースコードをGitHubで公開 - ITmedia ニュース"
"yes","原価の秘密　－　なぜ、黒字案件だけを選別受注すると赤字に陥るのか : タイム・コンサルタントの日誌から"
"yes","稼働率100%をねらってはいけない : タイム・コンサルタントの日誌から"
"yes","優れたリーダーに学歴は関係ない。Googleが自社社員をデータ分析して得られた意外な知見 ｜ ライフハッカー［日本版］"
"yes","あなたを太らせる｢塩､砂糖､脂肪｣のワナ | 今週のHONZ | 東洋経済オンライン | 新世代リーダーのためのビジネスサイト"
"yes","Yahoo!カーナビアプリ iPhone版/Android版（無料） - Yahoo!カーナビ"
"yes","「すき家のビジネスモデルは限界」 第三者委員会が「調査報告書」を公表|弁護士ドットコムトピックス"
"yes","カロリー度外視の「ドーナツ・バーガー」、米専門店に登場　写真1枚　国際ニュース：AFPBB News"
"yes","すき家ゼンショーの「第三者委員会からの調査報告書受領に関するお知らせ」がまるで牛丼売ってる蟹工船 : 市況かぶ全力２階建"
"yes","レコード会社の役割を今さらで考えてみる（その1） - what's my scene? ver.7.2"
"yes","B2Bサービス開発の現場から #devsumi // Speaker Deck"
"yes","すいみん不足（キテレツ大百科）の原曲 - タネタン"
"yes","「余命半年」宣告されても今を生きる　21歳の美女が命をかけて伝えたいこと - NAVER まとめ"
"yes","中学生全員にノートPCを配布した結果、何が起きたのか？ - GIGAZINE"
"yes","なぜ「上司が命じる組織」は負け続けるのか | 話題の著者 | 東洋経済オンライン | 新世代リーダーのためのビジネスサイト"
"yes","「無敵の人」に対処する方法はあるのか？ 秋葉原通り魔事件をモデルにした『デモクラティア』 - マンガHONZ"
"yes","衝撃！ ペペロンチーノにオリーブオイルを使うのはNGか - エキレビ！(1/3)"
"yes","会社を出た瞬間に突然警察に職質される「ハーブだ！」僕「紅茶です。」やりとりまとめ - Togetterまとめ"
"yes","自分でハーゲンダッツ並みのアイスクリームを作る方法 : ギズモード・ジャパン"
"yes","痛いニュース(ﾉ∀`) : 【高校野球】 星稜が九回裏に９点取り９−８で逆転サヨナラ勝利！ 石川大会決勝 - ライブドアブログ"
"yes","地方都市は｢ほどほどパラダイス｣になった！ | ショッピングモール愛が止まらない | 東洋経済オンライン | 新世代リーダーのためのビジネスサイト"
"yes","洗濯の大革命になるか？ P&Gが家庭用ドライクリーニング機を発売 | TABROID（タブロイド）"
"yes","独身が故の女の貧困　働けど資格取れど、この息苦しさ：朝日新聞デジタル"
"yes","「葬儀費用に300万円」なんて時代は終わりです：「シンプル火葬」が着々と社会を変えている件 : まだ東京で消耗してるの？"
"yes","「読むだけで学べる！文章力が劇的に向上する超良質記事まとめ10選。」って記事のリードが言いたかったことは、こういうことではないか？ っていう書きなおし案を書いた - in between days"
"yes","「留置場はひどいところだった」 ろくでなし子さん、外国記者の質問に答える（全文） （弁護士ドットコム） - Yahoo!ニュース"
"yes","好きな人に劣等感を感じてしまうのはどうすればいい？ - My Favorite Addict and Rhetoric Lovers Only"
"yes","地方のお父さん・お母さんはなぜガラケーなのか？地方ライターが推察してみた - 週アスPLUS"
"yes","大食い番組準優勝の元ミス鎌倉と一緒に唐揚げ定食（4kg）を食べた - デイリーポータルZ：@nifty"
"yes","読売新聞「大学の実力2013」を活用した偏差値・退学率・就職率を分析した論文が興味深い - Clear Consideration（大学職員の教育分析）"
"yes","覚えておいて損ナシ！心理学を駆使した今日から使える交渉術8個 | COROBUZZ"
"yes","保険大国ニッポンを支える「考え抜かない加入」　：保険会社が言わないホントの保険の話 ：年金・保険・税 ：マネー ：日本経済新聞"
"yes","IT系上場企業の平均給与を業種別にみてみた 2014年版 ～ パッケージベンダ、SIer、ホスティング企業編 － Publickey"
"yes","マグロ、ウナギに続き漁業も“瀕死状態”の日本 　WEDGE Infinity(ウェッジ)"
"yes","見ないと絶対損する！プレゼン資料の印象がグッと上がる良質記事10選 | SIROKグロースハックブログ"
"yes","「犯人と直接話してくれ」──PayPalハッキング被害で経験した驚きの結末 - 週アスPLUS"
"yes","ベネッセ流出　逮捕のSEは高度な技術者、大半の権限与えられる　「年齢別検索」も開発 (1/3) - ITmedia ニュース"
"yes","SEO業者はこうして倒産した | SEOとその周辺"
"yes","AppleのiOSにはユーザー監視用のバックドアが秘密裏に設けられていたことが判明 - GIGAZINE"
"yes","「こうして欲しい」ということは褒めちゃう。 - おうつしかえ"
"yes","商用無料の写真素材のブックマークに加えておきたい、高解像度でセンスのいい写真画像がダウンロードできるサイト -raumrot | コリス"
"yes","四川省で世界最大の水生昆虫を発見、翼開長２１センチメートル―中国メディア - ライブドアニュース"
"yes","食べ歩きの達人が選ぶ「東京のハンバーグ」10選 | 男子ハック"
"yes","機械学習とかに使えそうなデータセット - pixyzehn blog"
"yes","怒鳴るよりも抱きしめて。子どもの問題行動にも冷静を保つための7つの秘訣 ｜ ライフハッカー［日本版］"
"yes","今のアプリビジネスは、その大多数が持続不可能だ - TechCrunch"
"yes","Cookieを使わずにユーザーを追跡する仕組みが普及しつつある | スラッシュドット・ジャパン IT"
"yes","自分の記憶があてにならない10の理由 : カラパイア"
"yes","ベネッセ、非会員の情報も流出　カード情報も漏れた恐れ：朝日新聞デジタル"
"yes","87年間連れ添った夫婦が教える、結婚生活と愛を長続きさせる含蓄あるアドバイス ｜ ライフハッカー［日本版］"
"yes","MITの衝撃動画「7本の指」片手の能力が向上するとどうなるか | FUTURUS（フトゥールス）"
"yes","工場従業員「死にはしない」　期限切れ肉、長年使用か：朝日新聞デジタル"
"yes","8時間労働が誕生した経緯と労働時間を短縮すべき理由 - GIGAZINE"
"yes","お薦めの内湯がすばらしい温泉15選 - 鈴木です。"
"yes","警視庁名簿に新選組「斎藤一」　スパイ活動を担当か （朝日新聞デジタル） - Yahoo!ニュース"
"yes","「産め」の次は「働け」？配偶者控除見直し？安倍政権なに言ってんだ！保育園整備が先だろ！――ワーキングマザーぶちまけ座談会｜配偶者控除見直しの是非を考える｜ダイヤモンド・オ"
"yes","米大学研究者がヒト細胞からHIVウイルスの根絶に成功、エイズ完治に道。ゲノム編集技術を活用 - Engadget Japanese"
"yes","Jリーグ 12のチームが“経営危機”状態に | THE PAGE（ザ・ページ）"
"yes","ASCII.jp：データ消失！あのとき、ファーストサーバになにが起こったか？ (1/2)｜データ消失事故から2年！ファーストサーバ、再生への第一歩"
"yes","んにゃあああ！　家猫のあり余るエネルギーをハムスターみたいに発散させる回転ぐるまが登場 - ねとらぼ"
"yes","800枚以上の無料写真をカテゴリー別にダウンロードできるサイトPexels - Photoshop VIP"
"yes","シングルカラムから始める情報設計 : could"
"yes","C言語に置き換わるか？現在はFacebookで開発されているD言語について (フェンリル | デベロッパーズブログ)"
"yes","YouTubeで300万回再生「東大開発の新技術」がまるで魔法 | FUTURUS（フトゥールス）"
"yes","東京都・恵比寿に、IQ140以上を保証する保育園誕生! - 未達の場合は返金も | マイナビニュース"
"yes","レースゲームの「ゴースト」を通して10年前に死んだ父と再会した青年 | インサイド"
"yes","漫画「ヒストリエ」で９７％の読者がのけぞった　ペルシア将軍はなぜあの肉を食べることになった？【歴史マンガウソホントVol.4】 | BUSHOO!JAPAN（武将ジャパン）"
"yes","リクルート創業者江副浩正の遺した「マネージャーに贈る言葉20章」が現代のビジネスパーソンの間で話題に - NAVER まとめ"
"yes","僕が独断と偏見のみで書く「飛び込み営業」のメソッド - 自省log"
"yes","籾井ＮＨＫ会長:ネット視聴で受信料　３年以内に徴収意向 - 毎日新聞"
"yes","このくるくる回る白いドット、実は真っ直ぐ往復してるだけなんだぜ : ギズモード・ジャパン"
"yes","CCC（カルチャーコンビニエンスクラブ）でTポイントがらみの何らかの事情が発生: やまもといちろうBLOG（ブログ）"
"yes","来年までに「児童ポルノ」を捨てることができるか？　警察庁に電話してみると、予想外のビックリが！｜おたぽる"
"yes","記者の眼 - IT業界の人月商売、多重下請けがもたらす45の害毒：ITpro"
"yes","Web制作時に備えておくと便利なチートシートのまとめ（iOS Android Bootstrap WordPress Git Sublime Text Emmetなどいろいろ） | コリス"
"yes","県警、反対住民の情報漏洩　発電所巡り、中部電子会社に：朝日新聞デジタル"
"yes","高コンバージョンを保つウェブサイトが採用する5つの行動心理学テクと実例 | グロースハックジャパン | growth hack japan"
"yes","「完璧すぎてやべえｗｗｗｗｗ」パワポを使ってプレゼンで煽るプロレスラー - AOLニュース"
"yes","安倍首相の語る第三子支援が的外れではない理由"
"yes","【社畜】ベッドのない会社で寝るための5つの方法：キニ速"
"yes","かつてないほど超危険！クレジットカードの公式サイトにログインしたら、偽ページに誘導されてしまう悪質コンピューターウィルスが拡散中。 - クレジットカードの読みもの"
"yes","中国、大量の希少ウナギ対日輸出…規制の欧州種 （読売新聞） - Yahoo!ニュース"
"yes","時給６６４円「夢も希望もない」　全国最低の９県：朝日新聞デジタル"
"yes","Amazon日本法人、月2980円の格安スマホ参入　「LG G2 mini」端末代込み (1/2) - ITmedia ニュース"
"yes","デザインの腕が上がる！すごいフリーフォント素材40個まとめ 2014年7月度 - Photoshop VIP"
"yes","ＬＩＮＥ:福岡で少年ら決闘約束　見物に１００人集合 - 毎日新聞"
"yes","アベノミクス・消費が死んだ もう立てない - 経済を良くするって、どうすれば"
"yes","SIerの闇・Excelにエビデンス貼付け - Togetterまとめ"
"yes","Dropboxに重要データを保存している人は今すぐ2段階認証を設定しましょう！ - iPhone女史"
"yes","高品質の写真が商用可能で使い放題の「海外」素材サイト。本当につかえる厳選サイトだけをご紹介 | nijilog"
"yes","売られた喧嘩をPIXIVはどうするのだろうという微妙案件が発生中(山本 一郎) - 個人 - Yahoo!ニュース"
"yes","＜景表法＞これだけは知っておきたい！ 広告関係者は必見！ NG事例集"
"yes","Bootstrap"
"yes","今どきのJavaのPDFライブラリ まとめ (2014年版) | WEB ARCH LABO"
"yes","プログラミング初心者が、直接プロに相談できるWebサービス8選がまさに救世主！ | APPGIGA!!（アプギガ）"
"yes","10分でわかるPythonの開発環境"
"yes","悲しいほど美しい…！人に見棄てられた『不気味で神聖な』光景20選 | BuZZNews(バズニュース)　世界の話題をあなたに！"
"yes","悲劇だけど爆笑　十数万円かけて作ったデアゴスティーニ「週刊ロビ」が初起動ですごいことになる動画 - ねとらぼ"
"yes","会社を出た瞬間に突然警察に職質される「ハーブだ！」僕「紅茶です。」やりとりまとめ - Togetterまとめ"
"yes","すいみん不足（キテレツ大百科）の原曲 - タネタン"
"yes","「日本一休みが多い会社」「創業以来赤字なし」　異能の経営者、死去 - withnews"
